page,2019-02 pi,2019-02 v,2019-03 pi,2019-03 v,2019-04 pi,2019-04 v,2019-05 pi,2019-05 v,2019-06 pi,2019-06 v,2019-07 pi,2019-07 v,2019-08 pi,2019-08 v,2019-09 pi,2019-09 v,2019-10 pi,2019-10 v,2019-11 pi,2019-11 v,2019-12 pi,2019-12 v,2020-01 pi,2020-01 v,2020-02 pi,2020-02 v,2020-03 pi,2020-03 v,2020-04 pi,2020-04 v,2020-05 pi,2020-05 v,2020-06 pi,2020-06 v,2020-07 pi,2020-07 v,2020-08 pi,2020-08 v,2020-09 pi,2020-09 v,2020-10 pi,2020-10 v,2020-11 pi,2020-11 v,2020-12 pi,2020-12 v,2021-01 pi,2021-01 v,2021-02 pi,2021-02 v,2021-03 pi,2021-03 v,2021-04 pi,2021-04 v
verwaltungseinheiten-im-inspire-datenmodell-atom-3,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
einwohnerdichte-2015-wfs,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-farbige-orthophotos-2004-dop25rgb-wms-1,,,1,1,2,1,4,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berlin-um-1690-atom-0,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lapro-grundlagen-zielartenverbreitung-wms-1,,,1,1,3,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
einwohnerinnen-und-einwohner-mit-migrationshintergrund-2014-lor-wms,1,1,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ingenieurgeologische-karte-umweltatlas,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arbeitslose-unter-25-jahren-jugendarbeitslosigkeit-2014-v-2-wms,,,2,2,2,2,3,3,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohnatlas-berlin-2010-daten-wfs,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landesentwicklungsplan-berlin-brandenburg-festlkarte-2-städtische-kernbereiche,1,1,1,1,1,1,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polizeiabschnitte-wfs,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klimamodell-berlin-klimaanalysekarte-2015-kaltlufteinwirkbereiche-siedlung-brandenburg-0,,,,,,,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verkehrsbedingte-luftbelastung-im-straßenraum-2015-und-2020-umweltatlas-0,1,1,3,1,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luftreinhalteplan-2011-2017-szenarios-pm10-kfz-verkehr-2015-umweltatlas,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zu-erwartender-höchster-grundwasserstand-zehgw-umweltatlas-wms,1,1,2,2,6,6,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-transportanlage-linien,,,,,,,2,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
einzugsgebiete-der-regenwasserkanalisation-differenziert-2017-umweltatlas,1,1,1,1,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straßenbefahrung-2014-verkehrszeichen-wfs-0,,,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enhandel,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
statistische-blöcke-des-rbs-wms-2,1,1,1,1,3,3,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blockkarte-1-5000-isu5-raumbezug-umweltatlas-2005-wms-0,,,,,,,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hauskoordinaten-als-teildatenbestand-adressen-berlin-atom-0,,,,,,,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluglärmschutzbereiche-2013-umweltatlas-wms,,,,,4,3,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klimamodell-berlin-klimaanalysekarte-2015-umweltatlas-wms,,,,,,,2,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-bahnverkehr-fläche,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abschlusspr,,,,,,,1,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co2-emissionen-durch-anlagen-nach-tehg-umweltatlas-wms-2,3,3,3,3,,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auswahl-geschützter-festpunkte-von-berlin-wfs-0,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aktuelle-ausschreibungen-nach-vol-vob-vof-oder-für-interessenbekundungsverfahren-0,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teilverkehrszellen-wfs,1,1,,,,,1,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geländehöhen-2009-umweltatlas-atom-3,,,6,3,4,4,6,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohndauer-über-5-jahre-2014-lor-wms,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straßenbefahrung-2014-schranke-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straßenbefahrung-2014-baumscheibe-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-historisches-bauwerk-oder-historische-einrichtung-punkte,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strat-lärmkarte-lden-tag-abend-nacht-index-industrie-und-gewerbe-2012-ua-atom-2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-topographische-karte-1-100-000-dtk100-wms-1,,,13,12,2,2,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geothermisches-potenzial-spezifische-entzugsleistung-bis-100-m-für-1800-ha,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbb5fahrplandaten5oktober5bis5dezember52014,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-1989-umweltatlas,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-farbige-trueorthophotos-2013-wms-1,,,,,,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strat-lärmkarte-fassadenpegel-lärmbeeinflußten-wohngebäuden-2017-ua,,,1,1,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entwicklung-luftqualität-nox-emissionen-industrie-2008-umweltatlas,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-color-infrarot-orthophotos-2010-dop20cir-wms-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flächennutzung-stadtstruktur-und-versiegelung-2005-umweltatlas,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohnatlas-berlin-prozentuale-veränderungen-der-einwohnerzahlen-2005-2010,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandenburger-straßen-und-volksfeste-2016,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lapro-beschlussfassung-landschaftsbild-programmplan,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
einwohnerinnen-und-einwohner-berlin-lor-planungsräumen-am-31122000,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luftreinhalteplan-2018-2025-szenarien-zur-no2-konzentration-im-straßenraum-2020-0,,,,,3,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohnatlas-berlin-anteil-der-einwohner-mit-mind-5-jähriger-wohndauer-2005-2010,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-hafen-fläche,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berlin-um-1850-atom-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grünvolumen-straßenflächen-umweltatlas,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kanalisation-2017-umweltatlas,1,1,2,2,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-vegetationsmerkmal-linien,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volkswirtschaftliche-gesamtrechnungen-berlin-und-brandenburg abgerufen,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los32019-berlin,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straßenbefahrung-2014-aufmerksamkeitsstreifen-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schutzgebiete-nach-naturschutzrecht-wfs-1,,,5,5,3,3,,,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbb-fahrplandaten-mitte-april-2018-bis-mitte-dezember-2018,,,,,,,46,34,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-color-infrarot-orthophotos-2015-dop20cir-sommerbefliegung-wms-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-farbige-orthophotos-2007-dop20rgb-wms-1,1,1,,,,,3,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solaranlagen-thermie-auf-prognoseraumebene-umweltatlas-0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jahreshöchstlast-der-netzlast-2015-berlin,,,,,,,,,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wanderungssaldo-2013-2014-lor-wms,,,,,1,1,,,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los72020-berlin,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
übersichtskarte-von-berlin-1-50-000-ük50-sw-kombi-wms,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blockkarte-1-5000-isu5-raumbezug-umweltatlas-2005-wfs-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flurabstand-des-grundwassers-2009-differenziert-umweltatlas-0,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nährstoffversorgung-des-oberbodens-2015-umweltatlas,,,,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
als-naturdenkmale-geschützte-bäume-,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altersarmut-2014-lor-wms,,,2,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-farbige-orthophotos-2015-dop20rgb-wms-1,1,1,1,1,,,,,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straßenbefahrung-2014-kabelschacht-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flächennutzung-stadtstruktur-und-versiegelung-2001-umweltatlas-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ausländische-transferbeziehende-sgb-ii-2014-lor-wms,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schutzgebiete-nach-naturschutzrech,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-gewässerachse-linien,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamerale-monatsdaten-bezirk-lichtenberg-2017,1,1,,,,,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straßenbefahrung-2014-mauer-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auswahl-geschützter-festpunkte-von-berlin-wms-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klimamodell-berlin-klimaanalysekarte-2015-kaltlufteinwirkbereiche-siedlung-brandenburg-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entwicklung-luftqualität-nox-gesamtemissionen-20082009-umweltatlas,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mittelmaßstäbige-landwirtschaftliche-standortkartierung-mmk-wms-2,1,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bodenrichtwerte-01012017,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existierende-bodennutzung-2015-im-inspire-datenmodell-atom-0,,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ph-werte-im-oberboden-2015-umweltatlas,,,2,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klimafunktionen-und-planungshinweise-stadtklima-2005-umweltatlas,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brennstoffeinsatz-genehmigungsbedürftiger-feuerungsanlagen-2016-umweltatlas,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fnp-flächennutzungsplan-berlin-stand-2009-atom-0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fnp-flächennutzungsplan-berlin-stand-2009-wms-2,,,1,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spielplatzversorgung-öffentlich,3,3,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohnlagenkarte-nach-adressen-zum-berliner-mietspiegel-2013-wms,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solaranlagen-photovoltaik-umweltatlas,,,,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geologische-karte-1874-1937-wms-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"vbb-fahrplandaten-gtfs&xid=17259,15700023,15700186,15700190,15700256,15700259,15700262&usg=ALkJrhgrmAYC4EL0Dhh2k3oF-zprTxEuCA",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reale-nutzung-und-vegetationsbedeckung-2015-umweltatlas-wms,,,1,1,3,3,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
als-naturdenkmale-geschÃ¼tzte-findlinge-charlottenburg-wilmersdorf,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grundwassergleichen-des-panketalgrundwasserleiters-2017-ua,,,,,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-moor-fläche,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bodenrichtwerte-31121964,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verwaltungseinheiten-der-berliner-forsten-wfs-1,,,11,11,4,4,3,3,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sozialstatistisches-berichtswesen-berlin-quartalsstatisti¬ken-zu-den-ausgaben-und-6,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berlin-zoom-wms,8,8,2,2,,,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grundwassergleichen-2013-umweltatlas-wms,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gebäudealter-der-wohnbebauung-umweltatlas-0,,,5,4,1,1,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versiegelung-2016-umweltatlas,1,1,1,1,2,2,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fnp-flächennutzungsplan-berlin-stand-neubekanntmachung-2015,,,3,3,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de-tailnetz-straßenabschnitte-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flächennutzung-stadtstruktur-und-versiegelung-1990-umweltatlas,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anteil-erneuerbarer-energieträger-am-primärenergieverbrauch,,,2,2,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entwicklungsbereiche-und-stand-ihrer-entlassung-aus-dem-entwicklungsrecht-wms-2,,,,,3,3,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffervermögen-im-organischen-kohlenstoffhaushalt-2015-umweltatlas,,,,,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-grüne-,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-grüne-hauptwege-koordinaten-für-spazier-und-wanderstrecken-mit-einer-gesamtlänge-vonouten-durch-berlin,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entwicklung-luftqualität-pm10-emissionen-kfz-verkehr-gn-2009-umweltatlas,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grundwassertemperatur-80m-unter-geländeoberfläche-2015-umweltatlas-wms,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanierungsgebiete,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landschaftsplanverfahren-wfs,,,1,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polizeidirektionen-wfs-0,,,1,1,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-sumpf-fläche,,,,,,,3,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straßenbefahrung-2014-abfallbehälter-müllbox-wfs,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grünvolumen-umweltatlas-wms,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berlin-um-1690-atom-1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohnlagenkarte-nach-adressen-zum-berliner-mietspiegel-2017-wms-1,7,6,5,5,5,4,6,6,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
www.projektzukunft.berlin.de,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-farbige-orthophotos-2010-dop20rgb-wms-1,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los82019-berlin,18,17,14,13,3,3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flächennutzung-stadtstruktur-2010-und-versiegelung-2011-umweltatlas-wfs,,,,,2,2,3,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adressen-berlin-5,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-schiffsverkehr-fläche,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bioklima-wärmebelastung-der-nacht-2005-umweltatlas-atom-0,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lapro-beschlussfassung-biotop-und-artenschutz-programmplan-wms-2,,,,,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-vegetationsmerkmal-fläche,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sozialstatistisches-berichtswesen-berlin-quartalsstatistiken-zu-den-ausgaben-und-0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohnatlas-berlin-angebotsmieten-20082009-wms,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicht-eu-ausländeranteil-2014-lor-v-2-wms,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spielplatzversorgung-öffentlich-und-privat,5,5,3,3,3,3,3,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suche-von-förderprogrammen-projekten-und-wettbewerben-0,,,5,4,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geologische-karte-1874-1937,1,1,3,3,2,2,2,2,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standardeinspeisprofil-bhkw-2016-berlin,4,3,1,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-fahrbahnachse-linien,,,,,,,3,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baugrundkarte-atom,2,2,1,1,3,3,1,1,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detailnetz-straßenabschnitte-wfs-2,,,3,3,4,3,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
begräbnisorte-der-opfer-von-krieg-und-gewaltherrschaft-wms,5,4,4,3,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friedhöfe-wfs-0,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digitale-farbige-orthophotos-2009-dop20rgb-wms-2,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wasserversorgung-der-böden-2015-umweltatlas,,,1,1,1,1,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geländehöhen-2009-umweltatlas-0,,,,,1,1,7,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ausbau-der-ladeinfrastruktur-für-elektroautos-wfs,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grundwassertemperatur-80m-unter-geländeoberfläche-2015-umweltatlas-wfs,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wohnlagenkarte-nach-adressen-zum-berliner-mietspiegel-2009-wms,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atkis-denkmalschutzrecht-linien,,,,,,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klimamodell-berlin-klimaanalysekarte-2015-block-und-blockteilflächen-berlin-ua,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genehmigungsbedürftige-anlagennebenanlagen-nach-§-4-bimschg-umweltatlas,,,1,1,4,4,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
